"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"CLC5PUS","198710","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198711","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198712","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198713","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198801","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198802","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198803","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198804","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198805","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198806","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198807","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198808","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198809","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198810","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198811","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198812","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198813","Not Available","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198901","64.061","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198902","60.272","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198903","60.053","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198904","54.711","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198905","56.444","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198906","60.949","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198907","65.699","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198908","67.245","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198909","60.135","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198910","58","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198911","58.922","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198912","69.769","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","198913","736.26","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","199001","67.662","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","199002","59.217","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","199003","62.823","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","199004","59.824","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","199005","61.112","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","199006","67.662","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
"CLC5PUS","199007","73.649","1","Electricity Net Generation From Coal, Commercial Sector","Million Kilowatthours"
