"MSN","YYYYMM","Value","Column_Order","Description","Unit"
"COFMUAQ","198902","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198903","17.95","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198904","19.42","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198905","17.61","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198906","17.62","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198907","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198908","16.1","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198909","17.06","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198910","18.16","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198911","17.81","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198912","18.91","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","198913","17.66","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199001","20.39","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199002","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199003","17.15","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199004","15.19","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199005","14.92","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199006","13.98","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199007","16.97","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199008","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199009","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199010","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199011","28.01","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199012","25.32","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199013","20.23","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199101","21.69","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199102","Withheld","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199103","16.85","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199104","17.66","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199105","17.25","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199106","16.55","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199107","18.1","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199108","18.35","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199109","19.88","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199110","20.67","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199111","19.56","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199112","16.92","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199113","18.47","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
"COFMUAQ","199201","16.14","1","F.O.B. Cost of Crude Oil Imports From Angola","Dollars per Barrel"
